TableName;TableDescription;ColumnName;ColumnDescription
HLTYILP;Type d'identifiant localite;YLDMAJ;Date de derniere mise a jour
HLTYILP;Type d'identifiant localite;YLHCRE;Heure de creation
HLTYILP;Type d'identifiant localite;YLHMAJ;Heure de derniere mise a jour
HLTYILP;Type d'identifiant localite;YLJCRE;Date de creation - jour
HLTYILP;Type d'identifiant localite;YLJMAJ;Date de derniere mise a jour - jour
HLTYILP;Type d'identifiant localite;YLLJCR;Libelle (3) du jour de creation
HLTYILP;Type d'identifiant localite;YLLJDM;Libelle (3) du jour de derniere mise a jour
HLTYILP;Type d'identifiant localite;YLLTIL;Libelle type identifiant localite
HLTYILP;Type d'identifiant localite;YLMCRE;Date de creation - mois
HLTYILP;Type d'identifiant localite;YLMMAJ;Date de derniere mise a jour - mois
HLTYILP;Type d'identifiant localite;YLNCOM;Numero de commentaire
HLTYILP;Type d'identifiant localite;YLPRIL;Code programme recherche identifiant
HLTYILP;Type d'identifiant localite;YLRTIL;Libelle reduit type identifiant localite
HLTYILP;Type d'identifiant localite;YLSCRE;Date de creation - siecle
HLTYILP;Type d'identifiant localite;YLSMAJ;Date de derniere mise a jour - siecle
HLTYILP;Type d'identifiant localite;YLTOPD;Top desactivation
HLTYITP;Type d'interception (systeme);I9CTIT;Code type d'interception
HLTYITP;Type d'interception (systeme);I9L3TT;Libelle (3) type d'interception
HLTYITP;Type d'interception (systeme);I9LTIT;Libelle type d'interception
HLTYITP;Type d'interception (systeme);I9RTIT;Libelle reduit type d'interception
HLTYIVP;Type d'inventaire (systeme);TICTIN;Code type d'inventaire
HLTYIVP;Type d'inventaire (systeme);TIL3TI;Libelle (3) type d'inventaire
HLTYIVP;Type d'inventaire (systeme);TILTIN;Libelle type d'inventaire
HLTYIVP;Type d'inventaire (systeme);TIRTIN;Libelle reduit type d'inventaire
HLTYJOP;Type de jour (systeme);TJCTJO;Code type de jour
HLTYJOP;Type de jour (systeme);TJL3JO;Libelle (3) type de jour
HLTYJOP;Type de jour (systeme);TJLTJO;Libelle type de jour
HLTYJOP;Type de jour (systeme);TJRTJO;Libelle reduit type de jour
HLTYMAP;Type de materiel;TTACRE;Date de creation - annee
HLTYMAP;Type de materiel;TTAMAJ;Date de derniere mise a jour - annee
HLTYMAP;Type de materiel;TTCTMA;Code type de materiel
HLTYMAP;Type de materiel;TTCUCR;Code utilisateur creation
HLTYMAP;Type de materiel;TTCUMJ;Code utilisateur derniere mise a jour
HLTYMAP;Type de materiel;TTDCRE;Date de creation
HLTYMAP;Type de materiel;TTDMAJ;Date de derniere mise a jour
HLTYMAP;Type de materiel;TTHCRE;Heure de creation
HLTYMAP;Type de materiel;TTHMAJ;Heure de derniere mise a jour
HLTYMAP;Type de materiel;TTJCRE;Date de creation - jour
HLTYMAP;Type de materiel;TTJMAJ;Date de derniere mise a jour - jour
HLTYMAP;Type de materiel;TTLJCR;Libelle (3) du jour de creation
HLTYMAP;Type de materiel;TTLJMJ;Libelle (3) du jour de derniere mise a jour
HLTYMAP;Type de materiel;TTLTMA;Libelle type de materiel
HLTYMAP;Type de materiel;TTMCRE;Date de creation - mois
HLTYMAP;Type de materiel;TTMMAJ;Date de derniere mise a jour - mois
HLTYMAP;Type de materiel;TTNCOM;Numero de commentaire
HLTYMAP;Type de materiel;TTRTMA;Libelle reduit type de materiel
HLTYMAP;Type de materiel;TTSCRE;Date de creation - siecle
HLTYMAP;Type de materiel;TTSMAJ;Date de derniere mise a jour - siecle
HLTYMAP;Type de materiel;TTTCTMAT;Top controle materiel
HLTYMAP;Type de materiel;TTTOPD;Top desactivation
HLTYMFP;Type de mouvement interface (systeme);YFCTMI;Code type de mouvement interface
HLTYMFP;Type de mouvement interface (systeme);YFL3TY;Libelle (3) type de mouvement interface
HLTYMFP;Type de mouvement interface (systeme);YFLTMI;Libelle type de mouvement interface
HLTYMFP;Type de mouvement interface (systeme);YFNSTI;Numero de sequence type de mouvement interface
HLTYMFP;Type de mouvement interface (systeme);YFRTMI;Libelle reduit type de mouvement interface
HLTYMGP;Type de mouvement d'agres (systeme);T1CT01;Code type de mouvement d'agres
HLTYMGP;Type de mouvement d'agres (systeme);T1L301;Libelle (3) type de mouvement d'agres
HLTYMGP;Type de mouvement d'agres (systeme);T1LT01;Libelle type de mouvement d'agres
HLTYMGP;Type de mouvement d'agres (systeme);T1RT01;Libelle reduit type de mouvement d'agres
HLTYMPP;Type de mouvement physique (systeme);T2CTMP;Code type de mouvement physique
HLTYMPP;Type de mouvement physique (systeme);T2L3T1;Libelle (3) type de mouvement physique
HLTYMPP;Type de mouvement physique (systeme);T2LTMP;Libelle type de mouvement physique
HLTYMPP;Type de mouvement physique (systeme);T2RTMP;Libelle reduit type de mouvement physique
HLTYMSP;Type de mouvement de stock (systeme);T3CTMS;Code type de mouvement de stock
HLTYMSP;Type de mouvement de stock (systeme);T3L3TM;Libelle (3) type de mouvement de stock
HLTYMSP;Type de mouvement de stock (systeme);T3LTMS;Libelle type de mouvement de stock
HLTYMSP;Type de mouvement de stock (systeme);T3NSTM;Numero de sequence type de mouvement de stock
HLTYMSP;Type de mouvement de stock (systeme);T3RTMS;Libelle reduit type de mouvement de stock
HLTYMTP;Type de moyen de transport;MYACRE;Date de creation - annee
HLTYMTP;Type de moyen de transport;MYAMAJ;Date de derniere mise a jour - annee
HLTYMTP;Type de moyen de transport;MYCTMT;Code type de moyen de transport
HLTYMTP;Type de moyen de transport;MYCUCR;Code utilisateur creation
HLTYMTP;Type de moyen de transport;MYCUMJ;Code utilisateur derniere mise a jour
HLTYMTP;Type de moyen de transport;MYDCRE;Date de creation
HLTYMTP;Type de moyen de transport;MYDMAJ;Date de derniere mise a jour
HLTYMTP;Type de moyen de transport;MYHCRE;Heure de creation
HLTYMTP;Type de moyen de transport;MYHMAJ;Heure de derniere mise a jour
HLTYMTP;Type de moyen de transport;MYJCRE;Date de creation - jour
HLTYMTP;Type de moyen de transport;MYJMAJ;Date de derniere mise a jour - jour
HLTYMTP;Type de moyen de transport;MYLJCR;Libelle (3) du jour de creation
HLTYMTP;Type de moyen de transport;MYLJMJ;Libelle (3) du jour de derniere mise a jour
HLTYMTP;Type de moyen de transport;MYLTMT;Libelle type de moyen de transport
HLTYMTP;Type de moyen de transport;MYMCRE;Date de creation - mois
HLTYMTP;Type de moyen de transport;MYMMAJ;Date de derniere mise a jour - mois
HLTYMTP;Type de moyen de transport;MYHAUMOYT;Hauteur utile maximale type de moyen de transport
HLTYMTP;Type de moyen de transport;MYLARMOYT;Largeur utile maximale type de moyen de transport
HLTYMTP;Type de moyen de transport;MYLONMOYT;Longueur utile max. type de moyen de transport
HLTYMTP;Type de moyen de transport;MYPDSMOYT;Poids utile maximal type de moyen de transport
HLTYMTP;Type de moyen de transport;MYNCOM;Numero de commentaire
HLTYMTP;Type de moyen de transport;MYRTMT;Libelle reduit type de moyen de transport
HLTYMTP;Type de moyen de transport;MYSCRE;Date de creation - siecle
HLTYMTP;Type de moyen de transport;MYSMAJ;Date de derniere mise a jour - siecle
HLTYMTP;Type de moyen de transport;MYTOPD;Top desactivation
HLTYPLP;Type de prelevement (systeme);TLCT03;Code type de prelevement
HLTYPLP;Type de prelevement (systeme);TLL303;Libelle (3) type de prelevement
HLTYPLP;Type de prelevement (systeme);TLLT03;Libelle type de prelevement
HLTYPLP;Type de prelevement (systeme);TLRT03;Libelle reduit type de prelevement
HLTYPOP;Type de terminal portable;TPCPG1;Code programme 1
HLTYPOP;Type de terminal portable;TPCPG2;Code programme 2
HLTYPOP;Type de terminal portable;TPCPG3;Code programme 3
HLTYPOP;Type de terminal portable;TPCPG4;Code programme 4
HLTYPOP;Type de terminal portable;TPCTPO;Code type de portable
HLTYPOP;Type de terminal portable;TPLTPO;Libelle type de portable
HLTYPOP;Type de terminal portable;TPRTMA;Libelle reduit
HLTYPRP;Type de preparation (systeme);TRCTPR;Code type de preparation
HLTYPRP;Type de preparation (systeme);TRL3TP;Libelle (3) type de preparation
HLTYPRP;Type de preparation (systeme);TRLTPR;Libelle type de preparation
HLTYPRP;Type de preparation (systeme);TRRTPR;Libelle reduit type de preparation
HLTYPXP;Type de prix (systeme);TXCTPX;Code type de prix
HLTYPXP;Type de prix (systeme);TXL3TX;Libelle (3) type de prix
HLTYPXP;Type de prix (systeme);TXLTPX;Libelle type de prix
HLTYPXP;Type de prix (systeme);TXRTPX;Libelle reduit type de prix
HLTYQPP;Type de quantite de preparation (systeme);I6CTQP;Code type de quantite preparation
HLTYQPP;Type de quantite de preparation (systeme);I6L3TQ;Libelle (3) type de quantite de preparation
HLTYQPP;Type de quantite de preparation (systeme);I6LTQP;Libelle type de quantite preparation
HLTYQPP;Type de quantite de preparation (systeme);I6NSTQ;Numero de sequence type de quantite prepa
HLTYQPP;Type de quantite de preparation (systeme);I6RTQT;Libelle reduit type de quantite preparation
HLTYREP;Type de reception (systeme);YRCTRC;Code type de reception
HLTYREP;Type de reception (systeme);YRL3RE;Libelle (3) type de reception
HLTYREP;Type de reception (systeme);YRLTRE;Libelle type de reception
HLTYREP;Type de reception (systeme);YRRTRE;Libelle reduit type de reception
HLTYRUP;Type de rubrique (systeme);TZCTRU;Code type de rubrique
HLTYRUP;Type de rubrique (systeme);TZL3RU;Libelle (3) type de rubrique
HLTYRUP;Type de rubrique (systeme);TZLTRU;Libelle type de rubrique
HLTYRUP;Type de rubrique (systeme);TZRTRU;Libelle reduit type de rubrique
HLTYSAP;Type de support - Sous-type agres;SHCTSU;Code type de support
HLTYSAP;Type de support - Sous-type agres;SHTGPA;Top gestion du parc agres
HLTYSAP;Type de support - Sous-type agres;SHTRAG;Top reference agres
HLTYSBP;Types de support (complement);TUCTSU;Code type de support
HLTYSBP;Types de support (complement);TUVUTMAXR;Volume utile maximal reel
HLTYSBP;Types de support (complement);TUTSUSBAS;Code peut etre supporte par
HLTYSBP;Types de support (complement);TUTSUSHAU;Code peut supporter
HLTYSBP;Types de support (complement);TUHINTMAX;Hauteur interieure maximale
HLTYSBP;Types de support (complement);TULINTMAX;Largeur interieure maximale
HLTYSBP;Types de support (complement);TUPINTMAX;Profondeur interieure maximale
HLTYSBP;Types de support (complement);TUPUTMAX;Poids utile maximal
HLTYSBP;Types de support (complement);TUHINTMIN;Hauteur interieure minimale
HLTYSBP;Types de support (complement);TULINTMIN;Largeur interieure minimale
HLTYSBP;Types de support (complement);TUPINTMIN;Profondeur interieure minimale
HLTYSBP;Types de support (complement);TUTTSUCTN;Top type de support contenant (dimensions fixes)
HLTYSBP;Types de support (complement);TUPMAXSUP;Poids maximal supportable
HLTYSKP;Type de stock (systeme);TKCBIC;Code bibliotheque programme calcul type de stock
HLTYSKP;Type de stock (systeme);TKCPGM;Code programme calcul type de stock
HLTYSKP;Type de stock (systeme);TKCTST;Code type de stock
HLTYSKP;Type de stock (systeme);TKL3TS;Libelle (3) type de stock
HLTYSKP;Type de stock (systeme);TKLTST;Libelle type de stock
HLTYSKP;Type de stock (systeme);TKNSTS;Numero de sequence type de stock
HLTYSKP;Type de stock (systeme);TKRTST;Libelle reduit type de stock
HLTYSKP;Type de stock (systeme);TKTACA;Top type de stock a calculer
HLTYSNP;Types de support non supportes;TUNCTSU;Code type de support
HLTYSNP;Types de support non supportes;TUNCUCR;Code utilisateur creation
HLTYSNP;Types de support non supportes;TUNDCRE;Date de creation
HLTYSNP;Types de support non supportes;TUNDHCR;Date-heure de creation
HLTYSNP;Types de support non supportes;TUNHCRE;Heure de creation
HLTYSNP;Types de support non supportes;TUNLJCR;Libelle (3) jour de creation
HLTYSNP;Types de support non supportes;TUNCTNSU;Code type de support non supporte
HLTYSOP;Type d'emplacement sol;TOACRE;Date de creation - annee
HLTYSOP;Type d'emplacement sol;TOAMAJ;Date de derniere mise a jour - annee
HLTYSOP;Type d'emplacement sol;TOCTSO;Code type d'emplacement sol
HLTYSOP;Type d'emplacement sol;TOCUCR;Code utilisateur creation
HLTYSOP;Type d'emplacement sol;TOCUMJ;Code utilisateur derniere mise a jour
HLTYSOP;Type d'emplacement sol;TODCRE;Date de creation
HLTYSOP;Type d'emplacement sol;TODMAJ;Date de derniere mise a jour
HLTYSOP;Type d'emplacement sol;TOHCRE;Heure de creation
HLTYSOP;Type d'emplacement sol;TOHMAJ;Heure de derniere mise a jour
HLTYSOP;Type d'emplacement sol;TOJCRE;Date de creation - jour
HLTYSOP;Type d'emplacement sol;TOJMAJ;Date de derniere mise a jour - jour
HLTYSOP;Type d'emplacement sol;TOLJCR;Libelle (3) du jour de creation
HLTYSOP;Type d'emplacement sol;TOLJMJ;Libelle (3) du jour de derniere mise a jour
HLTYSOP;Type d'emplacement sol;TOLTSO;Libelle type d'emplacement sol
HLTYSOP;Type d'emplacement sol;TOMCRE;Date de creation - mois
HLTYSOP;Type d'emplacement sol;TOMMAJ;Date de derniere mise a jour - mois
HLTYSOP;Type d'emplacement sol;TONCOM;Numero de commentaire
HLTYSOP;Type d'emplacement sol;TORTSO;Libelle reduit type d'emplacement sol
HLTYSOP;Type d'emplacement sol;TOSCRE;Date de creation - siecle
HLTYSOP;Type d'emplacement sol;TOSMAJ;Date de derniere mise a jour - siecle
HLTYSOP;Type d'emplacement sol;TOTOPD;Top desactivation
HLTYSTP;Type de statistique (systeme);YSCTYS;Code type de statistique
HLTYSTP;Type de statistique (systeme);YSL3YT;Libelle (3) type de statistique
HLTYSTP;Type de statistique (systeme);YSLTYS;Libelle type de statistique
HLTYSTP;Type de statistique (systeme);YSRTYS;Libelle reduit type de statistique
HLTYSUP;Type de support;TUACRE;Date de creation - annee
HLTYSUP;Type de support;TUAMAJ;Date de derniere mise a jour - annee
HLTYSUP;Type de support;TUCTSU;Code type de support
HLTYSUP;Type de support;TUCUCR;Code utilisateur creation
HLTYSUP;Type de support;TUCUMJ;Code utilisateur derniere mise a jour
HLTYSUP;Type de support;TUDCRE;Date de creation
HLTYSUP;Type de support;TUDMAJ;Date de derniere mise a jour
HLTYSUP;Type de support;TUHCRE;Heure de creation
HLTYSUP;Type de support;TUHMAJ;Heure de derniere mise a jour
HLTYSUP;Type de support;TUHTTS;Hauteur du type de support
HLTYSUP;Type de support;TUJCRE;Date de creation - jour
HLTYSUP;Type de support;TUJMAJ;Date de derniere mise a jour - jour
HLTYSUP;Type de support;TULATS;Largeur du type de support
HLTYSUP;Type de support;TULJCR;Libelle (3) du jour de creation
HLTYSUP;Type de support;TULJDM;Libelle (3) du jour de derniere mise a jour
HLTYSUP;Type de support;TULTSU;Libelle type de support
HLTYSUP;Type de support;TUMCRE;Date de creation - mois
HLTYSUP;Type de support;TUMMAJ;Date de derniere mise a jour - mois
HLTYSUP;Type de support;TUNCOM;Numero de commentaire
HLTYSUP;Type de support;TUPDTS;Poids du type de support
HLTYSUP;Type de support;TUPRTS;Profondeur du type de support
HLTYSUP;Type de support;TURTSU;Libelle reduit type de support
HLTYSUP;Type de support;TUSCRE;Date de creation - siecle
HLTYSUP;Type de support;TUSMAJ;Date de derniere mise a jour - siecle
HLTYSUP;Type de support;TUTOPD;Top desactivation
HLTYSUP;Type de support;TUUDTS;Unite poids du type de support
HLTYSUP;Type de support;TUUHTS;Unite hauteur du type de support
HLTYSUP;Type de support;TUULTS;Unite largeur du type de support
HLTYSUP;Type de support;TUUPTS;Unite profondeur du type de support
HLTYTCP;Type de tâche cariste;ZLACRE;Date de creation - annee
HLTYTCP;Type de tâche cariste;ZLAMAJ;Date de derniere mise a jour - annee
HLTYTCP;Type de tâche cariste;ZLCTCA;Code tri cariste
HLTYTCP;Type de tâche cariste;ZLCTTC;Code type de tâche cariste
HLTYTCP;Type de tâche cariste;ZLCUCR;Code utilisateur creation
HLTYTCP;Type de tâche cariste;ZLCUMJ;Code utilisateur derniere mise a jour
HLTYTCP;Type de tâche cariste;ZLDCRE;Date de creation
HLTYTCP;Type de tâche cariste;ZLDMAJ;Date de derniere mise a jour
HLTYTCP;Type de tâche cariste;ZLHCRE;Heure de creation
HLTYTCP;Type de tâche cariste;ZLHMAJ;Heure de derniere mise a jour
HLTYTCP;Type de tâche cariste;ZLJCRE;Date de creation - jour
HLTYTCP;Type de tâche cariste;ZLJMAJ;Date de derniere mise a jour - jour
HLTYTCP;Type de tâche cariste;ZLLJCR;Libelle du jour de creation
HLTYTCP;Type de tâche cariste;ZLLJMJ;Libelle du jour de derniere mise a jour
HLTYTCP;Type de tâche cariste;ZLLTTC;Libelle type de tâche cariste
HLTYTCP;Type de tâche cariste;ZLMCRE;Date de creation - mois
HLTYTCP;Type de tâche cariste;ZLMMAJ;Date de derniere mise a jour - mois
HLTYTCP;Type de tâche cariste;ZLNCOM;Numero de commentaire
HLTYTCP;Type de tâche cariste;ZLNOBJ;Numero d'objet
HLTYTCP;Type de tâche cariste;ZLRTTC;Libelle reduit type de tâche cariste
HLTYTCP;Type de tâche cariste;ZLSCRE;Date de creation - siecle
HLTYTCP;Type de tâche cariste;ZLSMAJ;Date de derniere mise a jour - siecle
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLBCXM;Bib pgm de choix des mouvements
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLCTTC;Code type de tâche cariste
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLNMAT;Nombre de mouvements a attribuer
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLNMVM;Nombre minimum de mouvements a afficher
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLPCXM;Programme de choix des mouvements
HLTYTNP;Type de tâche cariste : attribution plusieurs mvts;ZLTANM;Top attribution automatique plusieurs mouvements
HLTYVAP;Type de valorisation stock (systeme);VSCTVS;Code type de valorisation stock
HLTYVAP;Type de valorisation stock (systeme);VSL3TV;Libelle (3) type de valorisation stock
HLTYVAP;Type de valorisation stock (systeme);VSLTVS;Libelle type de valorisation stock
HLTYVAP;Type de valorisation stock (systeme);VSRTVS;Libelle reduit type de valorisation stock
HLTYVLP;Type de variante logistique;TVACRE;Date de creation - annee
HLTYVLP;Type de variante logistique;TVAMAJ;Date de derniere mise a jour - annee
HLTYVLP;Type de variante logistique;TVCACT;Code activite
HLTYVLP;Type de variante logistique;TVCNTV;Code niveau 1 2 3 du type de variante logistique
HLTYVLP;Type de variante logistique;TVCTVL;Code type de variante logistique
HLTYVLP;Type de variante logistique;TVCUCR;Code utilisateur creation
HLTYVLP;Type de variante logistique;TVCUMJ;Code utilisateur derniere mise a jour
HLTYVLP;Type de variante logistique;TVDCRE;Date de creation
HLTYVLP;Type de variante logistique;TVDMAJ;Date de derniere mise a jour
HLTYVLP;Type de variante logistique;TVHCRE;Heure de creation
HLTYVLP;Type de variante logistique;TVHMAJ;Heure de derniere mise a jour
HLTYVLP;Type de variante logistique;TVJCRE;Date de creation - jour
HLTYVLP;Type de variante logistique;TVJMAJ;Date de derniere mise a jour - jour
HLTYVLP;Type de variante logistique;TVLJCR;Libelle (3) du jour de creation
HLTYVLP;Type de variante logistique;TVLJDM;Libelle (3) du jour de derniere mise a jour
HLTYVLP;Type de variante logistique;TVLTVL;Libelle (7) type de variante logistique
HLTYVLP;Type de variante logistique;TVMCRE;Date de creation - mois
HLTYVLP;Type de variante logistique;TVMMAJ;Date de derniere mise a jour - mois
HLTYVLP;Type de variante logistique;TVNCOM;Numero de commentaire
HLTYVLP;Type de variante logistique;LNTVL;Libelle code niveau type de variante logistique
HLTYVLP;Type de variante logistique;TVSCRE;Date de creation - siecle
HLTYVLP;Type de variante logistique;TVSMAJ;Date de derniere mise a jour - siecle
